train_no,train_name,seq,station_code,station_name,arrival_time,departure_time,distance,source_station,destination_station
21621,Train 21621,8,STN8,Station 8,17:33,17:40,410,STN1,STN17
21621,Train 21621,9,STN9,Station 9,18:56,18:59,443,STN1,STN17
21621,Train 21621,10,STN10,Station 10,20:46,20:49,517,STN1,STN17
21621,Train 21621,11,STN11,Station 11,22:45,22:49,582,STN1,STN17
21621,Train 21621,12,STN12,Station 12,00:28,00:33,623,STN1,STN17
21621,Train 21621,13,STN13,Station 13,01:37,01:44,679,STN1,STN17
21621,Train 21621,14,STN14,Station 14,03:31,03:41,747,STN1,STN17
21621,Train 21621,15,STN15,Station 15,05:25,05:30,804,STN1,STN17
21621,Train 21621,16,STN16,Station 16,06:17,06:21,904,STN1,STN17
21621,Train 21621,17,STN17,Station 17,07:14,00:00,940,STN1,STN17
20624,Train 20624,1,STN1,Station 1,00:00,08:05,0,STN1,STN14
20624,Train 20624,2,STN2,Station 2,09:44,09:52,31,STN1,STN14
20624,Train 20624,3,STN3,Station 3,11:05,11:08,90,STN1,STN14
20624,Train 20624,4,STN4,Station 4,11:56,11:58,134,STN1,STN14
20624,Train 20624,5,STN5,Station 5,13:26,13:28,225,STN1,STN14
20624,Train 20624,6,STN6,Station 6,14:39,14:43,320,STN1,STN14
20624,Train 20624,7,STN7,Station 7,16:30,16:34,372,STN1,STN14
20624,Train 20624,8,STN8,Station 8,17:25,17:33,407,STN1,STN14
20624,Train 20624,9,STN9,Station 9,18:59,19:06,482,STN1,STN14
20624,Train 20624,10,STN10,Station 10,19:59,20:01,576,STN1,STN14
20624,Train 20624,11,STN11,Station 11,21:54,22:00,606,STN1,STN14
20624,Train 20624,12,STN12,Station 12,23:24,23:26,662,STN1,STN14
20624,Train 20624,13,STN13,Station 13,00:44,00:47,702,STN1,STN14
20624,Train 20624,14,STN14,Station 14,02:09,00:00,750,STN1,STN14
12543,Train 12543,1,STN1,Station 1,00:00,08:06,0,STN1,STN25
12543,Train 12543,2,STN2,Station 2,09:53,09:56,44,STN1,STN25
12543,Train 12543,3,STN3,Station 3,10:54,11:04,89,STN1,STN25
12543,Train 12543,4,STN4,Station 4,12:22,12:30,121,STN1,STN25
12543,Train 12543,5,STN5,Station 5,13:22,13:30,171,STN1,STN25
12543,Train 12543,6,STN6,Station 6,14:33,14:38,241,STN1,STN25
12543,Train 12543,7,STN7,Station 7,15:39,15:45,298,STN1,STN25
12543,Train 12543,8,STN8,Station 8,17:00,17:10,380,STN1,STN25
12543,Train 12543,9,STN9,Station 9,18:58,19:00,435,STN1,STN25
12543,Train 12543,10,STN10,Station 10,20:27,20:30,485,STN1,STN25
12543,Train 12543,11,STN11,Station 11,22:27,22:32,585,STN1,STN25
12543,Train 12543,12,STN12,Station 12,00:22,00:30,625,STN1,STN25
12543,Train 12543,13,STN13,Station 13,02:09,02:12,720,STN1,STN25
12543,Train 12543,14,STN14,Station 14,03:41,03:46,767,STN1,STN25
12543,Train 12543,15,STN15,Station 15,05:13,05:15,864,STN1,STN25
12543,Train 12543,16,STN16,Station 16,06:15,06:17,920,STN1,STN25
12543,Train 12543,17,STN17,Station 17,07:05,07:14,984,STN1,STN25
12543,Train 12543,18,STN18,Station 18,08:13,08:22,1059,STN1,STN25
12543,Train 12543,19,STN19,Station 19,10:01,10:04,1134,STN1,STN25
12543,Train 12543,20,STN20,Station 20,10:44,10:51,1206,STN1,STN25
12543,Train 12543,21,STN21,Station 21,12:16,12:25,1287,STN1,STN25
12543,Train 12543,22,STN22,Station 22,14:04,14:14,1327,STN1,STN25
12543,Train 12543,23,STN23,Station 23,15:49,15:59,1366,STN1,STN25
12543,Train 12543,24,STN24,Station 24,17:52,17:55,1432,STN1,STN25
12543,Train 12543,25,STN25,Station 25,19:19,00:00,1500,STN1,STN25
20634,Train 20634,1,STN1,Station 1,00:00,08:02,0,STN1,STN10
20634,Train 20634,2,STN2,Station 2,09:39,09:49,87,STN1,STN10
20634,Train 20634,3,STN3,Station 3,11:30,11:35,167,STN1,STN10
20634,Train 20634,4,STN4,Station 4,12:40,12:47,250,STN1,STN10
20634,Train 20634,5,STN5,Station 5,13:59,14:06,302,STN1,STN10
20634,Train 20634,6,STN6,Station 6,15:12,15:15,347,STN1,STN10
20634,Train 20634,7,STN7,Station 7,16:37,16:45,384,STN1,STN10
20634,Train 20634,8,STN8,Station 8,18:35,18:44,459,STN1,STN10
20634,Train 20634,9,STN9,Station 9,19:34,19:41,538,STN1,STN10
20634,Train 20634,10,STN10,Station 10,20:52,00:00,632,STN1,STN10
11407,Train 11407,1,STN1,Station 1,00:00,08:09,0,STN1,STN16
11407,Train 11407,2,STN2,Station 2,09:10,09:13,80,STN1,STN16
11407,Train 11407,3,STN3,Station 3,10:33,10:43,179,STN1,STN16
11407,Train 11407,4,STN4,Station 4,11:24,11:28,211,STN1,STN16
11407,Train 11407,5,STN5,Station 5,12:19,12:23,310,STN1,STN16
11407,Train 11407,6,STN6,Station 6,13:38,13:47,392,STN1,STN16
11407,Train 11407,7,STN7,Station 7,15:15,15:24,447,STN1,STN16
11407,Train 11407,8,STN8,Station 8,16:20,16:27,518,STN1,STN16
11407,Train 11407,9,STN9,Station 9,18:27,18:30,592,STN1,STN16
11407,Train 11407,10,STN10,Station 10,19:56,19:58,648,STN1,STN16
11407,Train 11407,11,STN11,Station 11,21:44,21:50,717,STN1,STN16
11407,Train 11407,12,STN12,Station 12,22:50,22:56,754,STN1,STN16
11407,Train 11407,13,STN13,Station 13,00:14,00:17,800,STN1,STN16
11407,Train 11407,14,STN14,Station 14,02:11,02:20,896,STN1,STN16
11407,Train 11407,15,STN15,Station 15,03:43,03:50,977,STN1,STN16
11407,Train 11407,16,STN16,Station 16,05:37,00:00,1026,STN1,STN16
19184,Train 19184,1,STN1,Station 1,00:00,08:10,0,STN1,STN21
19184,Train 19184,2,STN2,Station 2,09:26,09:35,41,STN1,STN21
19184,Train 19184,3,STN3,Station 3,10:29,10:37,133,STN1,STN21
19184,Train 19184,4,STN4,Station 4,12:28,12:37,185,STN1,STN21
19184,Train 19184,5,STN5,Station 5,14:13,14:15,272,STN1,STN21
19184,Train 19184,6,STN6,Station 6,15:55,16:04,361,STN1,STN21
19184,Train 19184,7,STN7,Station 7,17:56,17:58,394,STN1,STN21
19184,Train 19184,8,STN8,Station 8,19:26,19:36,446,STN1,STN21
19184,Train 19184,9,STN9,Station 9,21:36,21:44,496,STN1,STN21
19184,Train 19184,10,STN10,Station 10,23:36,23:43,580,STN1,STN21
19184,Train 19184,11,STN11,Station 11,00:46,00:52,635,STN1,STN21
19184,Train 19184,12,STN12,Station 12,01:34,01:38,696,STN1,STN21
19184,Train 19184,13,STN13,Station 13,02:51,02:57,753,STN1,STN21
19184,Train 19184,14,STN14,Station 14,03:55,03:57,797,STN1,STN21
19184,Train 19184,15,STN15,Station 15,04:44,04:47,839,STN1,STN21
19184,Train 19184,16,STN16,Station 16,05:41,05:45,918,STN1,STN21
19184,Train 19184,17,STN17,Station 17,06:31,06:38,984,STN1,STN21
19184,Train 19184,18,STN18,Station 18,07:26,07:28,1026,STN1,STN21
19184,Train 19184,19,STN19,Station 19,08:41,08:43,1124,STN1,STN21
19184,Train 19184,20,STN20,Station 20,09:29,09:39,1174,STN1,STN21
19184,Train 19184,21,STN21,Station 21,11:16,00:00,1253,STN1,STN21
15602,Train 15602,1,STN1,Station 1,00:00,08:03,0,STN1,STN20
15602,Train 15602,2,STN2,Station 2,08:49,08:55,33,STN1,STN20
15602,Train 15602,3,STN3,Station 3,10:33,10:39,119,STN1,STN20
15602,Train 15602,4,STN4,Station 4,12:02,12:09,155,STN1,STN20
15602,Train 15602,5,STN5,Station 5,13:18,13:24,217,STN1,STN20
15602,Train 15602,6,STN6,Station 6,14:40,14:49,264,STN1,STN20
15602,Train 15602,7,STN7,Station 7,16:18,16:26,360,STN1,STN20
15602,Train 15602,8,STN8,Station 8,17:24,17:29,456,STN1,STN20
15602,Train 15602,9,STN9,Station 9,18:55,19:05,544,STN1,STN20
15602,Train 15602,10,STN10,Station 10,20:29,20:37,644,STN1,STN20
15602,Train 15602,11,STN11,Station 11,21:45,21:51,707,STN1,STN20
15602,Train 15602,12,STN12,Station 12,23:01,23:04,803,STN1,STN20
15602,Train 15602,13,STN13,Station 13,00:13,00:15,866,STN1,STN20
15602,Train 15602,14,STN14,Station 14,01:33,01:38,908,STN1,STN20
15602,Train 15602,15,STN15,Station 15,03:30,03:40,1005,STN1,STN20
15602,Train 15602,16,STN16,Station 16,05:22,05:24,1061,STN1,STN20
15602,Train 15602,17,STN17,Station 17,06:13,06:22,1158,STN1,STN20
15602,Train 15602,18,STN18,Station 18,07:56,08:02,1253,STN1,STN20
15602,Train 15602,19,STN19,Station 19,09:41,09:44,1310,STN1,STN20
15602,Train 15602,20,STN20,Station 20,11:26,00:00,1350,STN1,STN20
17639,Train 17639,1,STN1,Station 1,00:00,08:02,0,STN1,STN27
17639,Train 17639,2,STN2,Station 2,09:20,09:28,72,STN1,STN27
17639,Train 17639,3,STN3,Station 3,10:21,10:31,133,STN1,STN27
17639,Train 17639,4,STN4,Station 4,11:39,11:48,218,STN1,STN27
17639,Train 17639,5,STN5,Station 5,13:13,13:22,299,STN1,STN27
17639,Train 17639,6,STN6,Station 6,14:29,14:38,378,STN1,STN27
17639,Train 17639,7,STN7,Station 7,15:30,15:33,436,STN1,STN27
17639,Train 17639,8,STN8,Station 8,16:51,17:01,489,STN1,STN27
17639,Train 17639,9,STN9,Station 9,18:06,18:14,545,STN1,STN27
17639,Train 17639,10,STN10,Station 10,19:55,19:58,619,STN1,STN27
17639,Train 17639,11,STN11,Station 11,21:30,21:37,651,STN1,STN27
17639,Train 17639,12,STN12,Station 12,23:07,23:09,712,STN1,STN27
17639,Train 17639,13,STN13,Station 13,00:05,00:11,743,STN1,STN27
17639,Train 17639,14,STN14,Station 14,02:07,02:11,843,STN1,STN27
17639,Train 17639,15,STN15,Station 15,02:57,03:04,878,STN1,STN27
17639,Train 17639,16,STN16,Station 16,04:56,05:02,953,STN1,STN27
17639,Train 17639,17,STN17,Station 17,06:42,06:46,995,STN1,STN27
17639,Train 17639,18,STN18,Station 18,08:29,08:35,1025,STN1,STN27
17639,Train 17639,19,STN19,Station 19,09:17,09:27,1121,STN1,STN27
17639,Train 17639,20,STN20,Station 20,10:57,11:00,1169,STN1,STN27
17639,Train 17639,21,STN21,Station 21,12:33,12:41,1266,STN1,STN27
17639,Train 17639,22,STN22,Station 22,14:00,14:03,1330,STN1,STN27
17639,Train 17639,23,STN23,Station 23,15:01,15:05,1381,STN1,STN27
17639,Train 17639,24,STN24,Station 24,16:56,17:05,1422,STN1,STN27
17639,Train 17639,25,STN25,Station 25,17:46,17:52,1505,STN1,STN27
17639,Train 17639,26,STN26,Station 26,19:46,19:53,1539,STN1,STN27
17639,Train 17639,27,STN27,Station 27,21:31,00:00,1598,STN1,STN27
18275,Train 18275,1,STN1,Station 1,00:00,08:05,0,STN1,STN22
18275,Train 18275,2,STN2,Station 2,09:56,10:03,48,STN1,STN22
18275,Train 18275,3,STN3,Station 3,11:56,12:04,101,STN1,STN22
18275,Train 18275,4,STN4,Station 4,13:49,13:54,195,STN1,STN22
18275,Train 18275,5,STN5,Station 5,14:49,14:59,249,STN1,STN22
18275,Train 18275,6,STN6,Station 6,16:05,16:09,323,STN1,STN22
18275,Train 18275,7,STN7,Station 7,17:32,17:35,361,STN1,STN22
18275,Train 18275,8,STN8,Station 8,18:18,18:22,395,STN1,STN22
18275,Train 18275,9,STN9,Station 9,19:31,19:36,487,STN1,STN22
18275,Train 18275,10,STN10,Station 10,20:54,21:00,539,STN1,STN22
18275,Train 18275,11,STN11,Station 11,22:19,22:21,572,STN1,STN22
18275,Train 18275,12,STN12,Station 12,00:10,00:14,638,STN1,STN22
18275,Train 18275,13,STN13,Station 13,01:21,01:26,720,STN1,STN22
18275,Train 18275,14,STN14,Station 14,02:49,02:55,784,STN1,STN22
18275,Train 18275,15,STN15,Station 15,04:51,04:58,814,STN1,STN22
18275,Train 18275,16,STN16,Station 16,05:56,06:00,845,STN1,STN22
18275,Train 18275,17,STN17,Station 17,07:58,08:02,921,STN1,STN22
18275,Train 18275,18,STN18,Station 18,09:36,09:40,1003,STN1,STN22
18275,Train 18275,19,STN19,Station 19,10:45,10:51,1064,STN1,STN22
18275,Train 18275,20,STN20,Station 20,11:33,11:43,1164,STN1,STN22
18275,Train 18275,21,STN21,Station 21,13:21,13:24,1250,STN1,STN22
18275,Train 18275,22,STN22,Station 22,14:48,00:00,1341,STN1,STN22
12662,Train 12662,1,STN1,Station 1,00:00,08:03,0,STN1,STN12
12662,Train 12662,2,STN2,Station 2,10:03,10:11,36,STN1,STN12
12662,Train 12662,3,STN3,Station 3,11:20,11:25,94,STN1,STN12
12662,Train 12662,4,STN4,Station 4,12:10,12:16,180,STN1,STN12
12662,Train 12662,5,STN5,Station 5,13:46,13:55,212,STN1,STN12
12662,Train 12662,6,STN6,Station 6,15:54,16:04,304,STN1,STN12
12662,Train 12662,7,STN7,Station 7,17:54,18:00,383,STN1,STN12
12662,Train 12662,8,STN8,Station 8,19:19,19:29,413,STN1,STN12
12662,Train 12662,9,STN9,Station 9,21:10,21:20,492,STN1,STN12
12662,Train 12662,10,STN10,Station 10,22:45,22:52,571,STN1,STN12
12662,Train 12662,11,STN11,Station 11,00:03,00:07,634,STN1,STN12
12662,Train 12662,12,STN12,Station 12,01:11,00:00,683,STN1,STN12
15387,Train 15387,1,STN1,Station 1,00:00,08:05,0,STN1,STN10
15387,Train 15387,2,STN2,Station 2,09:43,09:50,46,STN1,STN10
15387,Train 15387,3,STN3,Station 3,11:03,11:05,83,STN1,STN10
15387,Train 15387,4,STN4,Station 4,12:48,12:57,138,STN1,STN10
15387,Train 15387,5,STN5,Station 5,13:54,13:59,234,STN1,STN10
15387,Train 15387,6,STN6,Station 6,15:45,15:54,268,STN1,STN10
15387,Train 15387,7,STN7,Station 7,16:53,17:02,339,STN1,STN10
15387,Train 15387,8,STN8,Station 8,18:45,18:47,372,STN1,STN10
15387,Train 15387,9,STN9,Station 9,19:32,19:34,471,STN1,STN10
15387,Train 15387,10,STN10,Station 10,20:37,00:00,544,STN1,STN10
16281,Train 16281,1,STN1,Station 1,00:00,08:10,0,STN1,STN21
16281,Train 16281,2,STN2,Station 2,10:00,10:07,99,STN1,STN21
16281,Train 16281,3,STN3,Station 3,12:03,12:09,150,STN1,STN21
16281,Train 16281,4,STN4,Station 4,13:27,13:36,235,STN1,STN21
16281,Train 16281,5,STN5,Station 5,15:03,15:10,315,STN1,STN21
16281,Train 16281,6,STN6,Station 6,17:04,17:08,396,STN1,STN21
16281,Train 16281,7,STN7,Station 7,17:53,17:56,437,STN1,STN21
16281,Train 16281,8,STN8,Station 8,19:43,19:52,486,STN1,STN21
16281,Train 16281,9,STN9,Station 9,21:47,21:51,559,STN1,STN21
16281,Train 16281,10,STN10,Station 10,22:59,23:05,595,STN1,STN21
16281,Train 16281,11,STN11,Station 11,00:27,00:37,691,STN1,STN21
16281,Train 16281,12,STN12,Station 12,02:36,02:40,755,STN1,STN21
16281,Train 16281,13,STN13,Station 13,03:24,03:33,851,STN1,STN21
16281,Train 16281,14,STN14,Station 14,04:21,04:29,909,STN1,STN21
16281,Train 16281,15,STN15,Station 15,05:33,05:37,958,STN1,STN21
16281,Train 16281,16,STN16,Station 16,06:34,06:36,1008,STN1,STN21
16281,Train 16281,17,STN17,Station 17,07:53,08:01,1096,STN1,STN21
16281,Train 16281,18,STN18,Station 18,08:59,09:09,1162,STN1,STN21
16281,Train 16281,19,STN19,Station 19,10:14,10:20,1211,STN1,STN21
16281,Train 16281,20,STN20,Station 20,11:10,11:12,1294,STN1,STN21
16281,Train 16281,21,STN21,Station 21,13:05,00:00,1337,STN1,STN21
17811,Train 17811,1,STN1,Station 1,00:00,08:10,0,STN1,STN22
17811,Train 17811,2,STN2,Station 2,09:03,09:06,86,STN1,STN22
17811,Train 17811,3,STN3,Station 3,09:57,10:05,171,STN1,STN22
17811,Train 17811,4,STN4,Station 4,11:27,11:29,246,STN1,STN22
17811,Train 17811,5,STN5,Station 5,12:37,12:42,310,STN1,STN22
17811,Train 17811,6,STN6,Station 6,14:37,14:47,347,STN1,STN22
17811,Train 17811,7,STN7,Station 7,16:20,16:25,400,STN1,STN22
17811,Train 17811,8,STN8,Station 8,17:57,18:06,496,STN1,STN22
17811,Train 17811,9,STN9,Station 9,19:13,19:23,570,STN1,STN22
17811,Train 17811,10,STN10,Station 10,20:06,20:11,628,STN1,STN22
17811,Train 17811,11,STN11,Station 11,21:06,21:12,658,STN1,STN22
17811,Train 17811,12,STN12,Station 12,22:04,22:07,719,STN1,STN22
17811,Train 17811,13,STN13,Station 13,23:10,23:17,775,STN1,STN22
17811,Train 17811,14,STN14,Station 14,00:31,00:34,847,STN1,STN22
17811,Train 17811,15,STN15,Station 15,01:50,01:54,897,STN1,STN22
17811,Train 17811,16,STN16,Station 16,03:07,03:11,989,STN1,STN22
17811,Train 17811,17,STN17,Station 17,04:56,05:00,1031,STN1,STN22
17811,Train 17811,18,STN18,Station 18,06:42,06:52,1103,STN1,STN22
17811,Train 17811,19,STN19,Station 19,08:04,08:07,1150,STN1,STN22
17811,Train 17811,20,STN20,Station 20,09:37,09:39,1202,STN1,STN22
17811,Train 17811,21,STN21,Station 21,11:23,11:28,1235,STN1,STN22
17811,Train 17811,22,STN22,Station 22,12:16,00:00,1296,STN1,STN22
13940,Train 13940,1,STN1,Station 1,00:00,08:03,0,STN1,STN24
13940,Train 13940,2,STN2,Station 2,09:13,09:22,91,STN1,STN24
13940,Train 13940,3,STN3,Station 3,10:27,10:37,161,STN1,STN24
13940,Train 13940,4,STN4,Station 4,12:35,12:43,199,STN1,STN24
13940,Train 13940,5,STN5,Station 5,14:15,14:23,295,STN1,STN24
13940,Train 13940,6,STN6,Station 6,15:35,15:38,330,STN1,STN24
13940,Train 13940,7,STN7,Station 7,17:12,17:19,371,STN1,STN24
13940,Train 13940,8,STN8,Station 8,18:35,18:39,447,STN1,STN24
13940,Train 13940,9,STN9,Station 9,19:39,19:47,485,STN1,STN24
13940,Train 13940,10,STN10,Station 10,21:12,21:16,555,STN1,STN24
13940,Train 13940,11,STN11,Station 11,22:03,22:10,609,STN1,STN24
13940,Train 13940,12,STN12,Station 12,23:39,23:49,648,STN1,STN24
13940,Train 13940,13,STN13,Station 13,00:48,00:55,697,STN1,STN24
13940,Train 13940,14,STN14,Station 14,02:00,02:10,730,STN1,STN24
13940,Train 13940,15,STN15,Station 15,03:22,03:25,763,STN1,STN24
13940,Train 13940,16,STN16,Station 16,04:26,04:29,815,STN1,STN24
13940,Train 13940,17,STN17,Station 17,05:59,06:09,881,STN1,STN24
13940,Train 13940,18,STN18,Station 18,07:10,07:12,940,STN1,STN24
13940,Train 13940,19,STN19,Station 19,08:59,09:07,980,STN1,STN24
13940,Train 13940,20,STN20,Station 20,10:50,10:59,1055,STN1,STN24
13940,Train 13940,21,STN21,Station 21,12:05,12:12,1106,STN1,STN24
13940,Train 13940,22,STN22,Station 22,13:15,13:22,1173,STN1,STN24
13940,Train 13940,23,STN23,Station 23,15:01,15:04,1236,STN1,STN24
13940,Train 13940,24,STN24,Station 24,16:19,00:00,1278,STN1,STN24
21395,Train 21395,1,STN1,Station 1,00:00,08:06,0,STN1,STN19
21395,Train 21395,2,STN2,Station 2,10:01,10:08,97,STN1,STN19
21395,Train 21395,3,STN3,Station 3,11:40,11:47,165,STN1,STN19
21395,Train 21395,4,STN4,Station 4,13:43,13:52,201,STN1,STN19
21395,Train 21395,5,STN5,Station 5,14:45,14:54,287,STN1,STN19
21395,Train 21395,6,STN6,Station 6,15:54,15:59,372,STN1,STN19
21395,Train 21395,7,STN7,Station 7,16:44,16:53,446,STN1,STN19
21395,Train 21395,8,STN8,Station 8,18:33,18:35,490,STN1,STN19
21395,Train 21395,9,STN9,Station 9,20:35,20:40,538,STN1,STN19
21395,Train 21395,10,STN10,Station 10,21:38,21:40,621,STN1,STN19
21395,Train 21395,11,STN11,Station 11,23:07,23:11,705,STN1,STN19
21395,Train 21395,12,STN12,Station 12,00:19,00:26,796,STN1,STN19
21395,Train 21395,13,STN13,Station 13,01:58,02:04,869,STN1,STN19
21395,Train 21395,14,STN14,Station 14,03:49,03:59,958,STN1,STN19
21395,Train 21395,15,STN15,Station 15,05:51,05:59,1049,STN1,STN19
21395,Train 21395,16,STN16,Station 16,07:05,07:13,1147,STN1,STN19
21395,Train 21395,17,STN17,Station 17,09:05,09:12,1204,STN1,STN19
21395,Train 21395,18,STN18,Station 18,11:05,11:12,1303,STN1,STN19
21395,Train 21395,19,STN19,Station 19,12:06,00:00,1394,STN1,STN19
19535,Train 19535,1,STN1,Station 1,00:00,08:10,0,STN1,STN16
19535,Train 19535,2,STN2,Station 2,09:06,09:12,44,STN1,STN16
19535,Train 19535,3,STN3,Station 3,11:04,11:08,143,STN1,STN16
19535,Train 19535,4,STN4,Station 4,12:36,12:44,188,STN1,STN16
19535,Train 19535,5,STN5,Station 5,14:30,14:35,288,STN1,STN16
19535,Train 19535,6,STN6,Station 6,16:08,16:11,378,STN1,STN16
19535,Train 19535,7,STN7,Station 7,17:56,18:06,411,STN1,STN16
19535,Train 19535,8,STN8,Station 8,19:18,19:20,444,STN1,STN16
19535,Train 19535,9,STN9,Station 9,20:24,20:32,541,STN1,STN16
19535,Train 19535,10,STN10,Station 10,22:17,22:27,590,STN1,STN16
19535,Train 19535,11,STN11,Station 11,23:48,23:55,678,STN1,STN16
19535,Train 19535,12,STN12,Station 12,01:13,01:16,726,STN1,STN16
19535,Train 19535,13,STN13,Station 13,02:24,02:30,821,STN1,STN16
19535,Train 19535,14,STN14,Station 14,03:37,03:46,895,STN1,STN16
19535,Train 19535,15,STN15,Station 15,04:37,04:43,959,STN1,STN16
19535,Train 19535,16,STN16,Station 16,05:37,00:00,1007,STN1,STN16
19600,Train 19600,1,STN1,Station 1,00:00,08:04,0,STN1,STN14
19600,Train 19600,2,STN2,Station 2,09:42,09:49,46,STN1,STN14
19600,Train 19600,3,STN3,Station 3,10:37,10:46,114,STN1,STN14
19600,Train 19600,4,STN4,Station 4,12:03,12:08,164,STN1,STN14
19600,Train 19600,5,STN5,Station 5,12:48,12:57,194,STN1,STN14
19600,Train 19600,6,STN6,Station 6,13:47,13:57,228,STN1,STN14
19600,Train 19600,7,STN7,Station 7,15:42,15:44,317,STN1,STN14
19600,Train 19600,8,STN8,Station 8,17:36,17:44,411,STN1,STN14
19600,Train 19600,9,STN9,Station 9,19:22,19:28,496,STN1,STN14
19600,Train 19600,10,STN10,Station 10,20:18,20:21,591,STN1,STN14
19600,Train 19600,11,STN11,Station 11,21:59,22:07,672,STN1,STN14
19600,Train 19600,12,STN12,Station 12,23:08,23:14,769,STN1,STN14
19600,Train 19600,13,STN13,Station 13,01:04,01:09,820,STN1,STN14
19600,Train 19600,14,STN14,Station 14,03:09,00:00,870,STN1,STN14
20741,Train 20741,1,STN1,Station 1,00:00,08:06,0,STN1,STN19
20741,Train 20741,2,STN2,Station 2,09:20,09:27,87,STN1,STN19
20741,Train 20741,3,STN3,Station 3,10:27,10:29,151,STN1,STN19
20741,Train 20741,4,STN4,Station 4,11:50,11:52,205,STN1,STN19
20741,Train 20741,5,STN5,Station 5,13:41,13:45,248,STN1,STN19
20741,Train 20741,6,STN6,Station 6,14:32,14:39,341,STN1,STN19
20741,Train 20741,7,STN7,Station 7,15:47,15:49,378,STN1,STN19
20741,Train 20741,8,STN8,Station 8,17:39,17:44,413,STN1,STN19
20741,Train 20741,9,STN9,Station 9,19:00,19:03,462,STN1,STN19
20741,Train 20741,10,STN10,Station 10,19:44,19:46,495,STN1,STN19
20741,Train 20741,11,STN11,Station 11,20:35,20:40,537,STN1,STN19
20741,Train 20741,12,STN12,Station 12,22:00,22:05,622,STN1,STN19
20741,Train 20741,13,STN13,Station 13,23:08,23:15,686,STN1,STN19
20741,Train 20741,14,STN14,Station 14,01:08,01:11,772,STN1,STN19
20741,Train 20741,15,STN15,Station 15,02:48,02:50,853,STN1,STN19
20741,Train 20741,16,STN16,Station 16,04:25,04:34,952,STN1,STN19
20741,Train 20741,17,STN17,Station 17,05:51,05:54,998,STN1,STN19
20741,Train 20741,18,STN18,Station 18,07:54,08:03,1057,STN1,STN19
20741,Train 20741,19,STN19,Station 19,09:05,00:00,1089,STN1,STN19
18709,Train 18709,1,STN1,Station 1,00:00,08:09,0,STN1,STN25
18709,Train 18709,2,STN2,Station 2,09:17,09:22,59,STN1,STN25
18709,Train 18709,3,STN3,Station 3,10:50,10:59,142,STN1,STN25
18709,Train 18709,4,STN4,Station 4,12:36,12:42,218,STN1,STN25
18709,Train 18709,5,STN5,Station 5,14:25,14:32,256,STN1,STN25
18709,Train 18709,6,STN6,Station 6,16:00,16:09,336,STN1,STN25
18709,Train 18709,7,STN7,Station 7,16:51,16:54,385,STN1,STN25
18709,Train 18709,8,STN8,Station 8,18:43,18:47,470,STN1,STN25
18709,Train 18709,9,STN9,Station 9,19:35,19:39,555,STN1,STN25
18709,Train 18709,10,STN10,Station 10,20:33,20:41,593,STN1,STN25
18709,Train 18709,11,STN11,Station 11,22:36,22:42,635,STN1,STN25
18709,Train 18709,12,STN12,Station 12,00:02,00:09,670,STN1,STN25
18709,Train 18709,13,STN13,Station 13,01:29,01:31,756,STN1,STN25
18709,Train 18709,14,STN14,Station 14,02:27,02:33,834,STN1,STN25
18709,Train 18709,15,STN15,Station 15,04:13,04:17,892,STN1,STN25
18709,Train 18709,16,STN16,Station 16,05:14,05:19,977,STN1,STN25
18709,Train 18709,17,STN17,Station 17,06:51,06:56,1026,STN1,STN25
18709,Train 18709,18,STN18,Station 18,07:53,07:57,1094,STN1,STN25
18709,Train 18709,19,STN19,Station 19,09:22,09:26,1148,STN1,STN25
18709,Train 18709,20,STN20,Station 20,10:43,10:51,1224,STN1,STN25
18709,Train 18709,21,STN21,Station 21,11:38,11:40,1315,STN1,STN25
18709,Train 18709,22,STN22,Station 22,12:39,12:48,1413,STN1,STN25
18709,Train 18709,23,STN23,Station 23,13:49,13:58,1460,STN1,STN25
18709,Train 18709,24,STN24,Station 24,15:16,15:22,1512,STN1,STN25
18709,Train 18709,25,STN25,Station 25,16:17,00:00,1604,STN1,STN25
13635,Train 13635,1,STN1,Station 1,00:00,08:08,0,STN1,STN15
13635,Train 13635,2,STN2,Station 2,08:58,09:05,82,STN1,STN15
13635,Train 13635,3,STN3,Station 3,10:02,10:07,161,STN1,STN15
13635,Train 13635,4,STN4,Station 4,11:40,11:48,208,STN1,STN15
13635,Train 13635,5,STN5,Station 5,12:31,12:37,293,STN1,STN15
13635,Train 13635,6,STN6,Station 6,14:10,14:20,332,STN1,STN15
13635,Train 13635,7,STN7,Station 7,16:01,16:11,386,STN1,STN15
13635,Train 13635,8,STN8,Station 8,17:29,17:33,443,STN1,STN15
13635,Train 13635,9,STN9,Station 9,19:03,19:06,527,STN1,STN15
13635,Train 13635,10,STN10,Station 10,20:17,20:24,608,STN1,STN15
13635,Train 13635,11,STN11,Station 11,22:00,22:07,655,STN1,STN15
13635,Train 13635,12,STN12,Station 12,23:30,23:39,685,STN1,STN15
13635,Train 13635,13,STN13,Station 13,01:25,01:35,738,STN1,STN15
13635,Train 13635,14,STN14,Station 14,03:35,03:39,795,STN1,STN15
13635,Train 13635,15,STN15,Station 15,05:07,00:00,840,STN1,STN15
12995,Train 12995,1,STN1,Station 1,00:00,08:09,0,STN1,STN30
12995,Train 12995,2,STN2,Station 2,09:12,09:15,86,STN1,STN30
12995,Train 12995,3,STN3,Station 3,11:05,11:12,140,STN1,STN30
